2018;01;1;10,2;
2018;01;2;6,4;
2018;01;3;7,9;
2018;01;4;6,7;
2018;01;5;10,2;
2018;01;6;11,6;
2018;01;7;7,2;
2018;01;8;3,8;
2018;01;9;10,2;
2018;01;10;6,6;
2018;01;11;5,4;
2018;01;12;5;
2018;01;13;3;
2018;01;14;,9;
2018;01;15;,4;
2018;01;16;5,5;
2018;01;17;3,3;
2018;01;18;6,8;
2018;01;19;4,9;
2018;01;20;3,4;
2018;01;21;1,8;
2018;01;22;,5;
2018;01;23;5,5;
2018;01;24;11,1;
2018;01;25;9,4;
2018;01;26;4,5;
2018;01;27;4;
2018;01;28;7,6;
2018;01;29;9,6;
2018;01;30;8,9;
2018;01;31;10,4;
2018;02;1;7,5;
2018;02;2;4,2;
2018;02;3;4,1;
2018;02;4;3,6;
2018;02;5;-,1;
2018;02;6;1,3;
2018;02;7;,7;
2018;02;8;,2;
2018;02;9;,9;
2018;02;10;1,4;
2018;02;11;5,1;
2018;02;12;5,9;
2018;02;13;3,5;
2018;02;14;2,8;
2018;02;15;2,3;
2018;02;16;7;
2018;02;17;1,6;
2018;02;18;2,5;
2018;02;19;3;
2018;02;20;2,9;
2018;02;21;3,2;
2018;02;22;1,6;
2018;02;23;-,2;
2018;02;24;-,8;
2018;02;25;-4,2;
2018;02;26;-5,5;
2018;02;27;-6,8;
2018;02;28;-5,9;
2018;03;1;-3,1;
2018;03;2;-3,5;
2018;03;3;,1;
2018;03;4;3,7;
2018;03;5;2,1;
2018;03;6;1;
2018;03;7;9,3;
2018;03;8;9,5;
2018;03;9;8,3;
2018;03;10;16,6;
2018;03;11;18,6;
2018;03;12;9,2;
2018;03;13;12,3;
2018;03;14;8,1;
2018;03;15;11;
2018;03;16;6,2;
2018;03;17;,1;
2018;03;18;-3;
2018;03;19;-2,3;
2018;03;20;3,2;
2018;03;21;3,5;
2018;03;22;4,7;
2018;03;23;4,1;
2018;03;24;7,3;
2018;03;25;6,6;
2018;03;26;7,1;
2018;03;27;9;
2018;03;28;8,7;
2018;03;29;8,7;
2018;03;30;13;
2018;03;31;9,2;
2018;04;1;9,7;
2018;04;2;12,1;
2018;04;3;22,5;
2018;04;4;20,3;
2018;04;5;17,1;
2018;04;6;12,1;
2018;04;7;19,9;
2018;04;8;12,4;
2018;04;9;22,7;
2018;04;10;20,7;
2018;04;11;20,6;
2018;04;12;24,5;
2018;04;13;20,6;
2018;04;14;20,8;
2018;04;15;23,2;
2018;04;16;18,1;
2018;04;17;18,7;
2018;04;18;22,4;
2018;04;19;23,5;
2018;04;20;26,9;
2018;04;21;26,3;
2018;04;22;25,7;
2018;04;23;25,2;
2018;04;24;20,8;
2018;04;25;23,4;
2018;04;26;16,7;
2018;04;27;19,2;
2018;04;28;24,7;
2018;04;29;26,6;
2018;04;30;23,1;
2018;05;1;20,3;
2018;05;2;23,3;
2018;05;3;19,6;
2018;05;4;21;
2018;05;5;21,7;
2018;05;6;21,4;
2018;05;7;23,6;
2018;05;8;23,9;
2018;05;9;24,8;
2018;05;10;26,9;
2018;05;11;21,7;
2018;05;12;24,8;
2018;05;13;25,7;
2018;05;14;24,7;
2018;05;15;20,8;
2018;05;16;15,8;
2018;05;17;16,9;
2018;05;18;20,5;
2018;05;19;21,3;
2018;05;20;21,6;
2018;05;21;23;
2018;05;22;25,2;
2018;05;23;26,4;
2018;05;24;24,6;
2018;05;25;25;
2018;05;26;26,8;
2018;05;27;28,5;
2018;05;28;30,3;
2018;05;29;30,9;
2018;05;30;28,3;
2018;05;31;30,3;
2018;06;1;26,9;
2018;06;2;26,9;
2018;06;3;26,3;
2018;06;4;27,9;
2018;06;5;25,7;
2018;06;6;28;
2018;06;7;29;
2018;06;8;29;
2018;06;9;32,2;
2018;06;10;29,4;
2018;06;11;26,6;
2018;06;12;23,2;
2018;06;13;19,4;
2018;06;14;18,9;
2018;06;15;23,6;
2018;06;16;26,5;
2018;06;17;28,4;
2018;06;18;25;
2018;06;19;23,7;
2018;06;20;28;
2018;06;21;31,2;
2018;06;22;15,9;
2018;06;23;16,4;
2018;06;24;18,3;
2018;06;25;21,4;
2018;06;26;23,3;
2018;06;27;21,9;
2018;06;28;18,6;
2018;06;29;28,2;
2018;06;30;23,9;
2018;07;1;20,2;
2018;07;2;23,5;
2018;07;3;26,8;
2018;07;4;31,1;
2018;07;5;33,2;
2018;07;6;24,5;
2018;07;7;25,7;
2018;07;8;25,7;
2018;07;9;27,4;
2018;07;10;25,3;
2018;07;11;21,2;
2018;07;12;19,6;
2018;07;13;27,2;
2018;07;14;28,2;
2018;07;15;29,4;
2018;07;16;28,1;
2018;07;17;28,2;
2018;07;18;27,3;
2018;07;19;27,9;
2018;07;20;29,2;
2018;07;21;31;
2018;07;22;27,7;
2018;07;23;29;
2018;07;24;31,1;
2018;07;25;31,5;
2018;07;26;31;
2018;07;27;31,5;
2018;07;28;33,8;
2018;07;29;32,1;
2018;07;30;33,4;
2018;07;31;34,6;
2018;08;1;35,2;
2018;08;2;35,3;
2018;08;3;34,4;
2018;08;4;35,3;
2018;08;5;28,7;
2018;08;6;29,5;
2018;08;7;34,8;
2018;08;8;34,4;
2018;08;9;35,5;
2018;08;10;28,6;
2018;08;11;27,2;
2018;08;12;28,7;
2018;08;13;35,1;
2018;08;14;27,4;
2018;08;15;25,7;
2018;08;16;29,2;
2018;08;17;30,8;
2018;08;18;29,7;
2018;08;19;32,7;
2018;08;20;33,2;
2018;08;21;28;
2018;08;22;32;
2018;08;23;33,6;
2018;08;24;26,7;
2018;08;25;19,9;
2018;08;26;20;
2018;08;27;26,1;
2018;08;28;24,3;
2018;08;29;29,8;
2018;08;30;24,2;
2018;08;31;20;
2018;09;1;16,3;
2018;09;2;19,9;
2018;09;3;22,6;
2018;09;4;25,8;
2018;09;5;26,3;
2018;09;6;26;
2018;09;7;23,4;
2018;09;8;23,5;
2018;09;9;25,6;
2018;09;10;28,2;
2018;09;11;28,5;
2018;09;12;31,2;
2018;09;13;22,1;
2018;09;14;19,1;
2018;09;15;21,4;
2018;09;16;23,3;
2018;09;17;25,4;
2018;09;18;29,1;
2018;09;19;28,5;
2018;09;20;30;
2018;09;21;30,9;
2018;09;22;17,7;
2018;09;23;19,3;
2018;09;24;15,4;
2018;09;25;12,9;
2018;09;26;17,3;
2018;09;27;23,6;
2018;09;28;20,3;
2018;09;29;14,2;
2018;09;30;17,9;
2018;10;1;10,1;
2018;10;2;11,1;
2018;10;3;15,7;
2018;10;4;17;
2018;10;5;19,8;
2018;10;6;20,7;
2018;10;7;20,6;
2018;10;8;15,6;
2018;10;9;18,7;
2018;10;10;24;
2018;10;11;24,5;
2018;10;12;23,8;
2018;10;13;23,7;
2018;10;14;23,8;
2018;10;15;22,2;
2018;10;16;20,3;
2018;10;17;19,3;
2018;10;18;18;
2018;10;19;15,5;
2018;10;20;14;
2018;10;21;13,5;
2018;10;22;15,2;
2018;10;23;10,6;
2018;10;24;11,5;
2018;10;25;14,1;
2018;10;26;14,7;
2018;10;27;9,5;
2018;10;28;7,2;
2018;10;29;8,2;
2018;10;30;19,8;
2018;10;31;15,1;
2018;11;1;15,6;
2018;11;2;12,4;
2018;11;3;10,6;
2018;11;4;13,3;
2018;11;5;16;
2018;11;6;17,2;
2018;11;7;13,6;
2018;11;8;13,8;
2018;11;9;10,3;
2018;11;10;10,4;
2018;11;11;12,9;
2018;11;12;11,2;
2018;11;13;11,1;
2018;11;14;11,3;
2018;11;15;10,8;
2018;11;16;7,3;
2018;11;17;6,2;
2018;11;18;4,5;
2018;11;19;3,2;
2018;11;20;2,4;
