2018;01;1;0;
2018;01;2;,6;
2018;01;3;8,2;
2018;01;4;1,3;
2018;01;5;1,3;
2018;01;6;0;
2018;01;7;0;
2018;01;8;0;T
2018;01;9;0;
2018;01;10;0;
2018;01;11;0;T
2018;01;12;,1;
2018;01;13;0;
2018;01;14;0;
2018;01;15;,4;
2018;01;16;1,9;
2018;01;17;,9;
2018;01;18;,5;
2018;01;19;1,2;
2018;01;20;1,6;
2018;01;21;,6;
2018;01;22;,4;
2018;01;23;,5;
2018;01;24;,1;
2018;01;25;0;
2018;01;26;0;
2018;01;27;,1;
2018;01;28;,1;
2018;01;29;1,4;
2018;01;30;0;
2018;01;31;1,3;
2018;02;1;,4;
2018;02;2;0;
2018;02;3;,8;
2018;02;4;0;T
2018;02;5;,3;
2018;02;6;0;
2018;02;7;,1;
2018;02;8;0;
2018;02;9;0;
2018;02;10;0;
2018;02;11;,2;
2018;02;12;0;T
2018;02;13;0;
2018;02;14;0;
2018;02;15;2,9;
2018;02;16;,4;
2018;02;17;0;
2018;02;18;0;
2018;02;19;0;
2018;02;20;0;
2018;02;21;0;
2018;02;22;0;
2018;02;23;0;
2018;02;24;0;
2018;02;25;0;
2018;02;26;0;
2018;02;27;0;
2018;02;28;0;
2018;03;1;0;T
2018;03;2;0;T
2018;03;3;0;
2018;03;4;0;
2018;03;5;,2;
2018;03;6;6,6;
2018;03;7;0;
2018;03;8;,1;
2018;03;9;,5;
2018;03;10;,2;
2018;03;11;0;T
2018;03;12;7,8;
2018;03;13;,5;
2018;03;14;,6;
2018;03;15;,3;
2018;03;16;6;
2018;03;17;1;
2018;03;18;0;
2018;03;19;0;
2018;03;20;,2;
2018;03;21;0;
2018;03;22;0;T
2018;03;23;,1;
2018;03;24;0;
2018;03;25;0;
2018;03;26;,2;
2018;03;27;,3;
2018;03;28;2,3;
2018;03;29;0;
2018;03;30;0;
2018;03;31;1,3;
2018;04;1;,1;
2018;04;2;,1;
2018;04;3;0;
2018;04;4;0;
2018;04;5;0;T
2018;04;6;0;
2018;04;7;0;
2018;04;8;0;T
2018;04;9;0;
2018;04;10;0;
2018;04;11;0;
2018;04;12;0;T
2018;04;13;4,2;
2018;04;14;0;
2018;04;15;2,6;
2018;04;16;4,4;
2018;04;17;0;
2018;04;18;0;
2018;04;19;0;
2018;04;20;0;
2018;04;21;0;
2018;04;22;0;
2018;04;23;1,8;
2018;04;24;0;
2018;04;25;,1;
2018;04;26;0;
2018;04;27;0;
2018;04;28;0;
2018;04;29;0;
2018;04;30;,1;
2018;05;1;0;
2018;05;2;,1;
2018;05;3;0;
2018;05;4;0;
2018;05;5;0;
2018;05;6;0;
2018;05;7;0;
2018;05;8;0;
2018;05;9;0;T
2018;05;10;,2;
2018;05;11;0;
2018;05;12;,1;
2018;05;13;0;
2018;05;14;0;
2018;05;15;2;
2018;05;16;16,3;
2018;05;17;0;T
2018;05;18;0;
2018;05;19;0;
2018;05;20;0;
2018;05;21;0;
2018;05;22;0;
2018;05;23;7,7;
2018;05;24;,1;
2018;05;25;0;
2018;05;26;0;
2018;05;27;0;
2018;05;28;0;T
2018;05;29;0;
2018;05;30;10,4;
2018;05;31;0;
2018;06;1;4,3;
2018;06;2;0;
2018;06;3;0;
2018;06;4;0;
2018;06;5;0;
2018;06;6;0;
2018;06;7;0;
2018;06;8;0;
2018;06;9;5;
2018;06;10;8,4;
2018;06;11;34;
2018;06;12;3,8;
2018;06;13;5,8;
2018;06;14;0;
2018;06;15;0;
2018;06;16;0;
2018;06;17;0;T
2018;06;18;0;
2018;06;19;0;
2018;06;20;0;
2018;06;21;0;
2018;06;22;2,7;
2018;06;23;,2;
2018;06;24;,9;
2018;06;25;0;T
2018;06;26;4,6;
2018;06;27;1;
2018;06;28;3,4;
2018;06;29;0;
2018;06;30;0;
2018;07;1;0;
2018;07;2;0;
2018;07;3;0;
2018;07;4;0;
2018;07;5;7,3;
2018;07;6;,6;
2018;07;7;0;
2018;07;8;0;
2018;07;9;0;T
2018;07;10;5,6;
2018;07;11;0;
2018;07;12;,3;
2018;07;13;0;
2018;07;14;0;T
2018;07;15;,2;
2018;07;16;14,3;
2018;07;17;0;T
2018;07;18;0;
2018;07;19;0;
2018;07;20;0;
2018;07;21;1,5;
2018;07;22;0;
2018;07;23;,1;
2018;07;24;0;
2018;07;25;0;T
2018;07;26;0;T
2018;07;27;0;
2018;07;28;,1;
2018;07;29;0;
2018;07;30;0;
2018;07;31;0;
2018;08;1;0;
2018;08;2;,7;
2018;08;3;0;
2018;08;4;2,2;
2018;08;5;2,1;
2018;08;6;0;
2018;08;7;0;
2018;08;8;10,4;
2018;08;9;,9;
2018;08;10;,9;
2018;08;11;0;
2018;08;12;0;
2018;08;13;1,7;
2018;08;14;0;T
2018;08;15;0;
2018;08;16;0;
2018;08;17;0;
2018;08;18;0;
2018;08;19;0;
